date,value
1999-08,1.38
1999-09,7.13
1999-10,-2.78
1999-11,2.61
1999-12,-5.11
2000-01,-4.97
2000-02,4.36
2000-03,-2.59
2000-04,-2.72
2000-05,9.39
2000-06,0.81
2000-07,0.30
2000-08,-0.53
2000-09,2.37
2000-10,-2.69
2000-11,0.76
2000-12,5.39
2001-01,-0.94
2001-02,-10.20
2001-03,-2.45
2001-04,3.96
2001-05,5.54
2001-06,2.14
2001-07,6.92
2001-08,-4.18
2001-09,6.25
2001-10,1.44
2001-11,3.54
2001-12,-12.37
2002-01,4.52
2002-02,1.55
2002-03,9.09
2002-04,1.35
2002-05,-3.88
2002-06,-3.11
2002-07,2.33
2002-08,1.89
2002-09,-2.35
2002-10,-4.31
2002-11,7.32
2002-12,-0.57
2003-01,0.19
2003-02,-1.90
2003-03,6.79
2003-04,5.52
2003-05,-4.10
2003-06,0.16
2003-07,-3.65
2003-08,8.84
2003-09,2.49
2003-10,-0.76
2003-11,-1.02
2003-12,2.95
2004-01,-0.61
2004-02,7.44
2004-03,-3.67
2004-04,-5.06
2004-05,6.85
2004-06,-1.42
2004-07,6.89
2004-08,4.46
2004-09,-5.61
2004-10,-2.24
2004-11,0.72
2004-12,-0.49
2005-01,1.86
2005-02,-2.26
2005-03,0.12
2005-04,5.01
2005-05,6.50
2005-06,-3.06
2005-07,-0.54
2005-08,-0.07
2005-09,-5.57
2005-10,4.72
2005-11,3.04
2005-12,2.85
2006-01,0.00
2006-02,4.42
2006-03,4.84
2006-04,5.72
2006-05,-0.27
2006-06,2.07
2006-07,-1.25
2006-08,-0.95
2006-09,4.92
2006-10,0.74
2006-11,-0.19
2006-12,3.21
2007-01,3.49
2007-02,-2.89
2007-03,-2.41
2007-04,3.71
2007-05,2.87
2007-06,-0.44
2007-07,5.88
2007-08,0.05
2007-09,-8.19
2007-10,-3.08
2007-11,-6.14
2007-12,5.66
2008-01,2.77
2008-02,1.03
2008-03,-9.93
2008-04,-6.15
2008-05,-0.18
2008-06,-7.51
2008-07,4.74
2008-08,0.04
2008-09,-0.14
2008-10,0.21
2008-11,-3.78
2008-12,-4.19
2009-01,-8.04
2009-02,0.61
2009-03,2.33
2009-04,-0.57
2009-05,-0.77
2009-06,-3.73
2009-07,1.63
2009-08,-10.53
2009-09,-4.47
2009-10,-2.46
2009-11,-1.79
2009-12,1.48
2010-01,-0.37
2010-02,1.20
2010-03,6.11
2010-04,6.67
2010-05,3.41
2010-06,6.12
2010-07,8.28
2010-08,2.17
2010-09,-5.79
2010-10,5.02
2010-11,-3.98
2010-12,8.88
2011-01,8.26
2011-02,-1.83
2011-03,-4.45
2011-04,-2.60
2011-05,0.21
2011-06,6.27
2011-07,-5.06
2011-08,4.47
2011-09,-8.81
2011-10,5.96
2011-11,0.22
2011-12,1.40
2012-01,0.02
2012-02,4.71
2012-03,2.17
2012-04,8.10
2012-05,-7.49
2012-06,-3.57
2012-07,-5.56
2012-08,3.73
2012-09,-7.09
2012-10,11.44
2012-11,0.91
2012-12,6.00
2013-01,-3.85
2013-02,1.38
2013-03,3.31
2013-04,-2.68
2013-05,-0.52
2013-06,7.51
2013-07,6.20
2013-08,3.11
2013-09,9.37
2013-10,-8.26
2013-11,1.81
2013-12,-1.22
2014-01,6.91
2014-02,5.49
2014-03,5.76
2014-04,-2.19
2014-05,3.03
2014-06,5.36
2014-07,6.34
2014-08,-3.67
2014-09,-2.57
2014-10,1.60
2014-11,6.78
2014-12,3.29
2015-01,6.69
2015-02,-8.29
2015-03,-0.72
2015-04,2.74
2015-05,1.71
2015-06,-8.01
2015-07,5.45
2015-08,2.05
2015-09,-1.60
2015-10,5.89
2015-11,-7.28
2015-12,-1.80
2016-01,4.48
2016-02,2.19
2016-03,-0.51
2016-04,-0.19
2016-05,-0.55
2016-06,4.40
2016-07,-0.87
2016-08,3.55
2016-09,-8.89
2016-10,6.03
2016-11,11.49
2016-12,2.75
2017-01,0.11
2017-02,-1.91
2017-03,3.65
2017-04,-2.43
2017-05,-3.18
2017-06,-9.08
2017-07,1.59
2017-08,-0.81
2017-09,-0.56
2017-10,0.49
2017-11,-2.69
2017-12,1.34
2018-01,-4.36
2018-02,-0.02
2018-03,-0.77
2018-04,-7.19
2018-05,-4.95
2018-06,-2.17
2018-07,-2.03
2018-08,1.67
2018-09,-1.32
2018-10,0.27
2018-11,-1.34
2018-12,-11.16
2019-01,-0.06
2019-02,-3.29
2019-03,-0.22
2019-04,-2.95
2019-05,3.45
2019-06,0.29
2019-07,3.69
2019-08,4.02
2019-09,-2.05
2019-10,4.17
2019-11,1.53
2019-12,-4.26
